,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,new_term,int_rates_add_2pct
426,112047729,,22075,22075,22075,60 months,16.02,537.06,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,953xx,CA,25.32,0,7-Jul,0,,,4,0,9140,65.8,4,w,NULL,18.02000046
427,112006431,,16000,16000,16000,60 months,25.82,477.35,E,E4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,600xx,IL,14.9,0,Jan-98,0,,,18,0,37363,81.9,27,w,NULL,27.81999969
428,112048551,,24000,24000,24000,60 months,16.02,583.89,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,544xx,WI,31,0,5-Jun,0,,,8,0,15927,93.7,19,w,NULL,18.02000046
429,111558179,,15000,15000,15000,60 months,9.44,314.59,B,B1,17-Jun,Current,n,,home_improvement,Home improvement,925xx,CA,12.37,0,3-Feb,0,71,,11,0,10538,39.2,22,w,NULL,11.43999958
430,111869697,,3000,3000,3000,36 months,9.44,96.02,B,B1,17-Jun,Fully Paid,n,,home_improvement,Home improvement,211xx,MD,16.93,0,3-Apr,0,,,15,0,58887,33.5,26,w,NULL,11.43999958
431,111798316,,16000,16000,16000,60 months,7.97,324.2,A,A5,17-Jun,Current,n,,home_improvement,Home improvement,330xx,FL,23.79,0,Dec-99,0,,,5,0,16579,97.5,16,w,NULL,9.96999979
432,112036099,,24000,24000,24000,60 months,14.08,559.44,C,C3,17-Jun,Current,n,,credit_card,Credit card refinancing,530xx,WI,27.6,0,Jun-99,0,51,78,11,3,20100,78.2,14,w,NULL,16.07999992
433,111715136,,30000,30000,30000,60 months,9.93,636.38,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,298xx,SC,28.97,0,Dec-92,0,61,,16,0,25449,42.1,33,w,NULL,11.93000031
434,112120100,,10000,10000,10000,60 months,19.03,259.58,D,D3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,481xx,MI,29.46,0,9-Oct,0,,,13,0,8751,28.5,14,w,NULL,21.03000069
435,112035877,,24000,24000,24000,60 months,16.02,583.89,C,C5,17-Jun,Current,n,,moving,Moving and relocation,334xx,FL,8.14,0,5-May,0,,,9,0,24378,66.6,21,w,NULL,18.02000046
436,111825546,,10000,10000,10000,60 months,16.02,243.29,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,653xx,MO,22.74,0,4-Feb,1,,64,17,7,5636,76.2,31,w,NULL,18.02000046
437,111995922,,14000,14000,14000,60 months,10.42,300.37,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,127xx,NY,11.54,2,Feb-99,0,7,,12,0,30290,67,20,w,NULL,12.42000008
438,111540420,,15000,15000,15000,60 months,16.02,364.94,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,853xx,AZ,27.84,0,3-Oct,0,,,9,0,7941,68.5,13,w,NULL,18.02000046
439,111875430,,20000,20000,20000,60 months,14.08,466.2,C,C3,17-Jun,Current,n,,home_improvement,Home improvement,316xx,GA,6.23,0,Feb-00,0,,,3,0,10751,80.8,11,w,NULL,16.07999992
440,111936608,,25000,25000,25000,60 months,13.59,576.41,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,730xx,OK,11.98,2,1-Apr,1,42,,8,0,14403,40,14,w,NULL,15.59000015
441,112037037,,15000,15000,15000,60 months,15.05,357.25,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,809xx,CO,49.13,1,6-Aug,0,17,,15,0,13256,25.9,38,w,NULL,17.05000019
442,111897256,,21000,21000,21000,60 months,14.08,489.51,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,294xx,SC,17.44,0,1-Mar,0,,83,8,1,11297,48.7,16,w,NULL,16.07999992
443,112025201,,17825,17825,17825,60 months,26.3,536.86,E,E5,17-Jun,Current,n,,other,Other,986xx,WA,33.8,1,Nov-88,0,13,,7,0,6605,100.3,14,w,NULL,28.29999924
444,110087375,,25000,25000,25000,60 months,21.45,682.68,D,D5,17-Jun,Current,n,,home_improvement,Home improvement,606xx,IL,11.41,0,12-Feb,1,,,9,0,5119,23.5,9,w,NULL,23.45000076
445,111867769,,10000,10000,10000,36 months,12.62,335.12,C,C1,17-Jun,Fully Paid,n,,car,Car financing,853xx,AZ,11.9,2,5-Feb,0,12,,9,0,5279,94.3,23,w,NULL,14.61999989
446,111926422,,12000,12000,12000,36 months,10.42,389.58,B,B3,17-Jun,Fully Paid,n,,debt_consolidation,Debt consolidation,207xx,MD,1.63,1,1-Aug,1,13,87,9,1,4941,20.2,15,w,NULL,12.42000008
447,111806657,,13200,13200,13200,60 months,15.05,314.38,C,C4,17-Jun,Current,n,,credit_card,Credit card refinancing,786xx,TX,11.67,0,5-Dec,1,81,,8,0,12244,79,20,w,NULL,17.05000019
448,111773812,,16000,16000,16000,60 months,15.05,381.06,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,456xx,OH,34.16,0,Oct-98,0,41,,23,0,52987,78.4,43,w,NULL,17.05000019
449,111083481,,12000,12000,12000,60 months,16.02,291.95,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,656xx,MO,9.57,0,5-Sep,1,,62,13,2,8052,47.9,19,w,NULL,18.02000046
450,111551645,,35000,35000,35000,60 months,20,927.29,D,D4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,801xx,CO,24.07,0,4-Apr,0,,66,13,2,24771,84,15,w,NULL,22
451,112036746,,17350,17350,17350,60 months,20,459.67,D,D4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,344xx,FL,34.99,1,8-Feb,0,,,10,0,26305,67,17,w,NULL,22
452,111966505,,29000,29000,29000,60 months,11.99,644.95,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,217xx,MD,23.68,0,Jun-94,0,,81,13,1,30173,74,18,w,NULL,13.98999977
453,111861488,,10000,10000,10000,60 months,10.42,214.55,B,B3,17-Jun,Current,n,,other,Other,420xx,KY,21.15,0,Sep-94,0,,,17,0,47400,75.2,21,w,NULL,12.42000008
454,111697744,,12675,12675,12675,60 months,25.82,378.15,E,E4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,18.31,0,Feb-97,0,77,68,10,1,8810,64.3,23,w,NULL,27.81999969
455,112050842,,30000,30000,30000,60 months,12.62,676.78,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,600xx,IL,7.86,0,5-Oct,1,,18,19,1,9130,15.7,32,w,NULL,14.61999989
456,112116840,,10000,10000,10000,36 months,12.62,335.12,C,C1,17-Jun,Fully Paid,n,,debt_consolidation,Debt consolidation,780xx,TX,7.2,0,1-Jun,0,,,8,0,10193,33.6,23,w,NULL,14.61999989
457,111684672,,25000,25000,25000,60 months,15.05,595.41,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,452xx,OH,20.04,2,5-Dec,1,13,,18,0,23647,46,23,w,NULL,17.05000019
458,111672449,,21000,21000,21000,60 months,18.06,533.95,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,191xx,PA,18.94,0,2-Jul,0,70,31,6,3,6207,55.4,15,w,NULL,20.05999947
459,112054157,,35000,35000,35000,60 months,16.02,851.51,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,396xx,MS,15.7,0,4-Jun,1,,52,14,2,22919,64.7,44,w,NULL,18.02000046
460,111986636,,11875,11875,11875,60 months,16.02,288.91,C,C5,17-Jun,Fully Paid,n,,other,Other,805xx,CO,23.64,0,10-Apr,1,,,9,0,8061,32,18,w,NULL,18.02000046
461,112033117,,40000,40000,40000,60 months,15.05,952.65,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,660xx,KS,14.13,0,Apr-97,0,,,10,0,22633,65.2,43,w,NULL,17.05000019
462,112051044,,35000,35000,35000,60 months,17.09,871.54,D,D1,17-Jun,Fully Paid,n,,home_improvement,Home improvement,463xx,IN,11.93,1,6-Jun,0,12,,13,0,16773,39.9,28,w,NULL,19.09000015
463,111863318,,18000,18000,18000,60 months,9.44,377.51,B,B1,17-Jun,Current,n,,credit_card,Credit card refinancing,752xx,TX,15.97,0,Jul-98,0,,,10,0,28635,72.5,17,w,NULL,11.43999958
464,111673450,,31225,31225,31225,60 months,20,827.28,D,D4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,903xx,CA,3.85,0,Jan-99,0,,72,6,2,6388,70.2,13,w,NULL,22
465,112121047,,15000,15000,15000,60 months,9.93,318.19,B,B2,17-Jun,Current,n,,home_improvement,Home improvement,297xx,SC,22.29,2,Jan-89,0,1,,16,0,67787,19.6,34,w,NULL,11.93000031
466,111928223,,22000,22000,22000,36 months,13.59,747.54,C,C2,17-Jun,Fully Paid,n,,home_improvement,Home improvement,233xx,VA,3.54,0,12-Nov,0,,,7,0,14417,44.1,7,w,NULL,15.59000015
467,112057877,,11200,11200,11200,60 months,18.06,284.78,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,616xx,IL,11.41,0,1-May,3,50,54,11,1,7582,42.8,30,w,NULL,20.05999947
468,111701735,,35000,35000,35000,60 months,13.59,806.97,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,194xx,PA,13.57,0,Nov-00,0,,95,10,1,6132,25.3,20,w,NULL,15.59000015
469,110321723,,35000,35000,35000,60 months,15.05,833.57,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,481xx,MI,17.27,0,7-May,2,,,24,0,51809,30,37,w,NULL,17.05000019
470,111956673,,16350,16350,16350,60 months,16.02,397.78,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,32,0,Aug-97,0,,,16,0,16472,58,18,w,NULL,18.02000046
471,110672507,,40000,40000,40000,60 months,11.99,889.58,B,B5,17-Jun,Late (31-120 days),n,,major_purchase,Major purchase,912xx,CA,0.94,0,6-Aug,0,,,6,0,4039,3.4,12,w,NULL,13.98999977
472,111570202,,25975,25975,25975,60 months,16.02,631.94,C,C5,17-Jun,Current,n,,home_improvement,Home improvement,629xx,IL,23.85,0,May-00,0,29,,6,0,40674,81.2,33,w,NULL,18.02000046
473,112029034,,31200,31200,31200,60 months,19.03,809.87,D,D3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,119xx,NY,27.7,0,Nov-76,0,,,10,0,33324,75.6,20,w,NULL,21.03000069
474,111481670,,35000,35000,35000,60 months,12.62,789.57,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,15.44,1,Mar-91,0,21,,13,0,2254,14.6,32,w,NULL,14.61999989
475,112042029,,35000,35000,35000,36 months,16.02,1230.85,C,C5,17-Jun,Fully Paid,n,,credit_card,Credit card refinancing,708xx,LA,17.34,0,3-Sep,0,26,,13,0,21133,73.1,24,w,NULL,18.02000046
476,112053956,,18200,18200,18200,60 months,11.99,404.76,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,931xx,CA,8.54,0,7-Jul,0,,,6,0,18155,97.6,8,w,NULL,13.98999977
477,111630863,,14400,14400,14400,60 months,13.59,332.01,C,C2,17-Jun,Current,n,,credit_card,Credit card refinancing,030xx,NH,3.27,0,Sep-97,0,34,89,11,1,14987,77,20,w,NULL,15.59000015
478,111470447,,20000,20000,20000,60 months,11.99,444.79,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,775xx,TX,4.89,0,4-Jan,1,,,8,0,7130,17.1,21,w,NULL,13.98999977
479,112049211,,25000,25000,25000,60 months,13.59,576.41,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,151xx,PA,31.63,0,2-Sep,1,26,,11,0,11711,20.9,37,w,NULL,15.59000015
480,111814843,,20000,20000,20000,60 months,17.09,498.02,D,D1,17-Jun,Current,n,,credit_card,Credit card refinancing,954xx,CA,22.95,1,3-Aug,0,19,,8,0,20385,83.9,17,w,NULL,19.09000015
481,111897116,,40000,40000,40000,60 months,16.02,973.15,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,882xx,NM,13.75,1,1-Oct,0,4,,9,0,15476,55.9,30,w,NULL,18.02000046
482,112051149,,20000,20000,20000,60 months,9.44,419.46,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,20.52,0,6-Oct,1,44,,23,0,34059,36.7,56,w,NULL,11.43999958
483,111956657,,25000,25000,25000,36 months,7.07,772.73,A,A2,17-Jun,Fully Paid,n,,moving,Moving and relocation,926xx,CA,24.15,0,5-Sep,1,79,,19,0,1664,2.4,48,w,NULL,9.070000172
484,112131586,,6500,6500,6500,36 months,19.03,238.37,D,D3,17-Jun,Fully Paid,n,,other,Other,925xx,CA,14.73,0,3-Dec,0,54,,6,0,12521,81.3,14,f,NULL,21.03000069
485,112105194,,18000,18000,18000,60 months,12.62,406.07,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,276xx,NC,19.09,9,5-Aug,0,8,,9,0,1039,26.6,32,w,NULL,14.61999989
486,111481702,,11250,11250,11250,36 months,17.09,401.6,D,D1,17-Jun,Fully Paid,n,,credit_card,Credit card refinancing,086xx,NJ,27.98,0,6-Oct,3,48,,19,0,19338,29,27,w,NULL,19.09000015
487,111795916,,20000,20000,20000,36 months,7.97,626.46,A,A5,17-Jun,Fully Paid,n,,credit_card,Credit card refinancing,441xx,OH,22.69,0,Nov-95,1,,,12,0,46130,68,34,w,NULL,9.96999979
488,112029006,,40000,40000,40000,60 months,9.44,838.91,B,B1,17-Jun,Current,n,,credit_card,Credit card refinancing,628xx,IL,19.01,0,Apr-99,1,,,8,0,16713,50.3,18,w,NULL,11.43999958
489,112032403,,36000,36000,36000,60 months,10.42,772.36,B,B3,17-Jun,Current,n,,medical,Medical expenses,088xx,NJ,34.34,0,Jan-99,1,,,17,0,11067,13.6,26,w,NULL,12.42000008
490,111569167,,16000,16000,16000,36 months,11.99,531.36,B,B5,17-Jun,Fully Paid,n,,debt_consolidation,Debt consolidation,100xx,NY,13.85,0,1-Dec,0,41,,7,0,14869,84,14,w,NULL,13.98999977
491,111818963,,25200,25200,25200,60 months,12.62,568.49,C,C1,17-Jun,Fully Paid,n,,car,Car financing,917xx,CA,21,0,7-May,0,,39,13,3,10455,25.4,24,w,NULL,14.61999989
492,111916968,,28000,28000,28000,60 months,17.09,697.23,D,D1,17-Jun,Fully Paid,n,,home_improvement,Home improvement,926xx,CA,16.9,0,Jan-89,0,26,,12,0,192420,92,34,w,NULL,19.09000015
493,112031834,,18000,18000,18000,60 months,16.02,437.92,C,C5,17-Jun,Fully Paid,n,,home_improvement,Home improvement,173xx,PA,35.87,0,3-Dec,0,,97,13,1,14434,45.7,21,w,NULL,18.02000046
494,111417687,,30000,30000,30000,60 months,14.08,699.3,C,C3,17-Jun,Current,n,,credit_card,Credit card refinancing,852xx,AZ,33.62,1,3-Dec,2,10,,32,0,45773,61.6,51,w,NULL,16.07999992
495,112116220,,40000,40000,40000,60 months,10.42,858.18,B,B3,17-Jun,Current,n,,major_purchase,Major purchase,934xx,CA,0.82,0,Nov-89,0,,,8,0,2536,4.9,15,w,NULL,12.42000008
496,111825167,,18000,18000,18000,60 months,19.03,467.23,D,D3,17-Jun,Current,n,,other,Other,088xx,NJ,10.53,0,12-Jun,1,,,11,0,13580,40.4,11,w,NULL,21.03000069
497,110667766,,40000,40000,40000,60 months,14.08,932.39,C,C3,17-Jun,Current,n,,home_improvement,Home improvement,234xx,VA,5.41,1,1-Jul,3,16,,16,0,1387,2.6,28,w,NULL,16.07999992
498,111856573,,10000,10000,10000,60 months,15.05,238.17,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,349xx,FL,19.79,0,2-Apr,0,71,91,9,1,10679,91.3,16,w,NULL,17.05000019
499,112053113,,18350,18350,18350,60 months,14.08,427.74,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,25.14,0,2-Sep,2,60,,16,0,21131,54,25,w,NULL,16.07999992
500,111845334,,20000,20000,20000,60 months,15.05,476.33,C,C4,17-Jun,Current,n,,credit_card,Credit card refinancing,334xx,FL,15.16,0,6-Mar,0,,104,12,1,11186,43.4,15,w,NULL,17.05000019
501,111938345,,3500,3500,3500,36 months,9.93,112.83,B,B2,17-Jun,Fully Paid,n,,medical,Medical expenses,913xx,CA,6.67,0,2-Aug,2,,86,14,1,19501,44.4,19,w,NULL,11.93000031
502,111406765,,33600,33600,33600,60 months,25.82,1002.43,E,E4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,109xx,NY,14.29,0,11-Jan,1,,,9,0,13047,76.3,13,w,NULL,27.81999969
503,111424970,,10000,10000,10000,60 months,16.02,243.29,C,C5,17-Jun,Current,n,,credit_card,Credit card refinancing,571xx,SD,21.41,0,7-Aug,0,,,5,0,8784,73.2,8,w,NULL,18.02000046
504,111611162,,12000,12000,12000,60 months,16.02,291.95,C,C5,17-Jun,Current,n,,credit_card,Credit card refinancing,731xx,OK,15.36,0,7-Aug,0,44,,15,0,9766,78.8,38,w,NULL,18.02000046
505,112006454,,35000,35000,35000,60 months,17.09,871.54,D,D1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,372xx,TN,20.57,0,Sep-99,1,,,17,0,51490,102,36,w,NULL,19.09000015
506,111916507,,12000,12000,12000,60 months,13.59,276.68,C,C2,17-Jun,Current,n,,home_improvement,Home improvement,788xx,TX,24.82,0,3-Sep,0,76,,13,0,41345,84.2,36,w,NULL,15.59000015
507,111826528,,5500,5500,5500,36 months,10.91,179.83,B,B4,17-Jun,Fully Paid,n,,debt_consolidation,Debt consolidation,151xx,PA,22.9,0,Oct-99,2,28,107,5,1,5685,40,14,w,NULL,12.90999985
508,111786612,,24000,24000,24000,60 months,16.02,583.89,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,544xx,WI,25.51,0,2-Nov,0,,,10,0,17450,68.7,19,w,NULL,18.02000046
509,112035115,,10000,10000,10000,60 months,18.06,254.27,D,D2,17-Jun,Current,n,,credit_card,Credit card refinancing,300xx,GA,32.64,0,Dec-00,1,,103,13,1,12963,69,17,w,NULL,20.05999947
510,111449526,,25000,25000,25000,60 months,16.02,608.22,C,C5,17-Jun,Current,n,,credit_card,Credit card refinancing,297xx,SC,31.7,1,1-Aug,0,21,,12,0,23985,73.3,25,w,NULL,18.02000046
511,112051806,,28000,28000,28000,60 months,24.85,819.38,E,E3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,751xx,TX,33.51,0,3-Mar,1,46,82,17,1,23791,44.1,27,w,NULL,26.85000038
512,110361638,,21600,21600,21600,36 months,7.97,676.57,A,A5,17-Jun,Fully Paid,n,,car,Car financing,770xx,TX,0.85,0,Dec-72,0,,,7,0,4094,5.7,17,w,NULL,9.96999979
513,111896069,,16000,16000,16000,60 months,15.05,381.06,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,121xx,NY,24.21,0,5-Mar,0,,,8,0,18529,90.8,22,w,NULL,17.05000019
514,111978115,,12800,12800,12800,60 months,14.08,298.37,C,C3,17-Jun,Current,n,,credit_card,Credit card refinancing,070xx,NJ,20.38,0,Mar-89,1,,,6,0,11146,49.1,15,w,NULL,16.07999992
515,111696882,,14000,14000,14000,60 months,13.59,322.79,C,C2,17-Jun,Current,n,,credit_card,Credit card refinancing,852xx,AZ,28.07,0,Dec-88,0,39,,6,0,8737,74,22,w,NULL,15.59000015
516,111559835,,25750,25750,25750,60 months,16.02,626.47,C,C5,17-Jun,Current,n,,home_improvement,Home improvement,453xx,OH,33.77,0,5-Jun,1,,93,13,1,8215,36.8,21,w,NULL,18.02000046
517,112080130,,10000,10000,10000,60 months,13.59,230.57,C,C2,17-Jun,Current,n,,credit_card,Credit card refinancing,452xx,OH,9.71,5,Aug-85,0,11,,11,0,676,5.5,42,w,NULL,15.59000015
518,111739021,,12500,12500,12500,60 months,10.42,268.18,B,B3,17-Jun,Current,n,,credit_card,Credit card refinancing,960xx,CA,9.95,0,Jan-86,0,44,,8,0,6032,39.7,13,w,NULL,12.42000008
519,112084029,,35000,35000,35000,60 months,19.03,908.5,D,D3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,53.62,0,3-Jun,0,,,9,0,69921,90.5,27,w,NULL,21.03000069
520,111701614,,25500,25500,25500,60 months,10.42,547.09,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,939xx,CA,20.23,0,4-Mar,1,,,19,0,8482,19.5,43,w,NULL,12.42000008
521,110690137,,20000,20000,20000,60 months,15.05,476.33,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,173xx,PA,83.94,1,2-Sep,0,22,,9,0,20062,65.1,20,w,NULL,17.05000019
522,112121098,,15000,15000,15000,60 months,9.93,318.19,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,122xx,NY,10.59,0,2-Aug,0,,,12,0,6801,9.9,36,w,NULL,11.93000031
523,111836276,,14400,14400,14400,60 months,11.99,320.25,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,488xx,MI,31.92,0,Oct-93,1,35,,12,0,15826,36.2,34,w,NULL,13.98999977
524,112121221,,35000,35000,35000,60 months,9.44,734.04,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,223xx,VA,11.29,2,Oct-94,0,10,,11,0,19066,46.5,32,w,NULL,11.43999958
525,111752501,,32000,32000,32000,60 months,10.42,686.54,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,23.74,0,5-Nov,1,27,,21,0,23871,36.6,34,w,NULL,12.42000008
526,111053104,,32000,32000,32000,60 months,15.05,762.12,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,936xx,CA,8.71,0,Sep-95,0,60,,9,0,59514,71.7,26,w,NULL,17.05000019
527,111998252,,8000,8000,8000,36 months,9.93,257.88,B,B2,17-Jun,Fully Paid,n,,debt_consolidation,Debt consolidation,553xx,MN,13.64,1,5-Sep,0,10,,12,0,14338,90.7,26,w,NULL,11.93000031
528,112015207,,18000,18000,18000,60 months,14.08,419.58,C,C3,17-Jun,Current,n,,home_improvement,Home improvement,600xx,IL,26.51,0,Nov-95,0,,,13,0,19531,36.8,23,w,NULL,16.07999992
529,112050654,,24000,24000,24000,60 months,13.59,553.35,C,C2,17-Jun,Current,n,,home_improvement,Home improvement,917xx,CA,9.49,0,Jul-99,0,,,13,0,26325,35.2,42,w,NULL,15.59000015
530,111787820,,40000,40000,40000,60 months,16.02,973.15,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,16.79,0,2-Mar,0,36,,9,0,21748,62,17,w,NULL,18.02000046
531,112031133,,19200,19200,19200,60 months,9.44,402.68,B,B1,17-Jun,Current,n,,credit_card,Credit card refinancing,956xx,CA,12.9,0,2-Apr,2,,,18,0,19756,23.9,55,w,NULL,11.43999958
532,111608466,,10000,10000,10000,60 months,7.97,202.63,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,295xx,SC,27.97,0,Dec-80,0,,,20,0,20915,15.1,38,w,NULL,9.96999979
533,111470630,,12000,12000,12000,60 months,30.75,393.79,F,F5,17-Jun,Current,n,,home_improvement,Home improvement,113xx,NY,12.81,1,1-Jul,3,16,,11,0,1393,20.5,22,w,NULL,32.75
534,111838180,,35000,35000,35000,60 months,17.09,871.54,D,D1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,313xx,GA,14.51,2,Jul-93,0,6,,15,0,45674,68.1,44,w,NULL,19.09000015
535,111817625,,26050,26050,26050,60 months,9.93,552.59,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,274xx,NC,27.49,0,1-Apr,0,,,10,0,1427,12.1,21,w,NULL,11.93000031
536,111789008,,10000,10000,10000,60 months,24.85,292.64,E,E3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,980xx,WA,23.85,0,7-May,0,,,6,0,7223,46.6,9,w,NULL,26.85000038
537,111693748,,16000,16000,16000,60 months,13.59,368.9,C,C2,17-Jun,Current,n,,home_improvement,Home improvement,928xx,CA,9.44,1,1-Feb,1,21,78,13,2,12072,54.9,30,w,NULL,15.59000015
538,111825602,,4200,4200,4200,36 months,10.91,137.33,B,B4,17-Jun,Fully Paid,n,,vacation,Vacation,374xx,TN,30.96,0,Sep-87,1,,,26,0,26764,47,51,w,NULL,12.90999985
539,110773972,,22400,22400,22400,60 months,14.08,522.14,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,330xx,FL,12.89,0,Sep-98,2,,62,18,1,12407,23.1,48,w,NULL,16.07999992
540,111948806,,16000,16000,16000,60 months,10.42,343.27,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,130xx,NY,18.3,2,Oct-93,0,5,67,10,1,12331,79,24,w,NULL,12.42000008
541,111740894,,35000,35000,35000,60 months,15.05,833.57,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,201xx,VA,11.92,0,Sep-97,0,61,15,7,2,9118,33.9,24,w,NULL,17.05000019
542,110647403,,13675,13675,13675,60 months,15.05,325.69,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,4.56,0,6-Oct,0,,33,7,1,3961,70.7,15,w,NULL,17.05000019
543,112080069,,35000,35000,35000,60 months,26.3,1054.15,E,E5,17-Jun,Fully Paid,n,,debt_consolidation,Debt consolidation,945xx,CA,9.32,1,Aug-00,0,3,,16,0,31522,49.7,28,w,NULL,28.29999924
544,112082418,,15400,15400,15400,60 months,15.05,366.77,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,553xx,MN,17.39,0,Dec-99,0,,,12,0,14910,75.7,36,w,NULL,17.05000019
545,112435993,,2300,2300,2300,36 months,12.62,77.08,C,C1,17-Jun,Current,n,,credit_card,Credit card refinancing,148xx,NY,21.61,0,Sep-85,1,,,4,0,3911,55.1,6,w,48 months,14.61999989
546,112436985,,6025,6025,6025,36 months,15.05,209.01,C,C4,17-Jun,Current,n,,home_improvement,Home improvement,018xx,MA,8.88,0,2-Jun,0,,,11,0,12425,44.9,27,w,48 months,17.05000019
547,112439006,,20400,20400,20400,36 months,9.44,652.91,B,B1,17-Jun,Current,n,,car,Car financing,913xx,CA,27.06,0,7-Jan,1,,,15,0,8769,18.7,19,w,48 months,11.43999958
548,112438929,,13000,13000,13000,36 months,11.99,431.73,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,560xx,MN,6.79,1,2-Feb,0,16,,5,0,6866,88,24,w,48 months,13.98999977
549,112230200,,12000,12000,12000,36 months,9.44,384.06,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,184xx,PA,18.34,0,Aug-97,0,35,83,14,1,15025,58.2,30,w,48 months,11.43999958
550,112210041,,6000,6000,6000,36 months,10.42,194.79,B,B3,17-Jun,Current,n,,medical,Medical expenses,773xx,TX,30.63,0,Mar-92,0,70,71,10,1,9332,59.1,28,w,48 months,12.42000008
551,112436898,,4000,4000,4000,36 months,7.97,125.3,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,344xx,FL,13.03,0,5-Aug,0,24,,11,0,3870,34.6,11,w,48 months,9.96999979
552,112156030,,10000,10000,10000,36 months,9.93,322.35,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,210xx,MD,8.99,0,5-Aug,1,51,72,13,2,11868,20.5,15,w,48 months,11.93000031
553,112441150,,20000,20000,20000,36 months,10.91,653.93,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,605xx,IL,20.82,0,Jun-66,0,,,15,0,30759,17.8,30,w,48 months,12.90999985
